,model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
2266, Tucson,2019,23991,Semi-Auto,10,Petrol,145,36.2,1.6
2267, I10,2018,6845,Manual,30685,Petrol,145,60.1,1.0
2268, I30,2019,14030,Manual,6416,Petrol,145,44.8,1.0
2269, I10,2016,6250,Manual,17497,Petrol,20,61.4,1.0
2270, Tucson,2016,13785,Manual,10710,Diesel,30,61.7,1.7
2271, Kona,2018,13970,Manual,9711,Petrol,150,44.1,1.0
2272, I20,2014,4498,Manual,49854,Petrol,30,57.6,1.2
2273, I20,2016,7995,Manual,24500,Petrol,30,58.9,1.2
2274, I10,2018,8500,Manual,9031,Petrol,150,57.7,1.2
2275, Tucson,2018,17390,Manual,13421,Diesel,150,48.7,1.6
2276, I10,2018,9000,Manual,7126,Petrol,145,60.1,0.0
2277, IX35,2014,9985,Manual,54093,Diesel,160,50.4,1.7
2278, I30,2017,8250,Manual,27095,Diesel,150,78.4,1.6
2279, I10,2018,8490,Manual,7552,Petrol,145,57.7,1.2
2280, IX20,2015,7495,Automatic,43000,Petrol,205,43.6,1.6
2281, Tucson,2016,16000,Manual,20600,Petrol,260,37.2,1.6
2282, Tucson,2017,13397,Manual,19687,Petrol,165,44.8,1.6
2283, I10,2018,7250,Manual,20169,Petrol,145,60.1,1.0
2284, Tucson,2018,12950,Manual,11014,Petrol,145,44.8,1.6
2285, I20,2017,10700,Automatic,3283,Petrol,160,45.6,1.4
2286, Tucson,2019,20875,Semi-Auto,1348,Diesel,145,47.1,1.6
2287, Santa Fe,2019,32450,Automatic,1791,Diesel,145,39.2,2.2
2288, Tucson,2019,20495,Manual,1498,Hybrid,145,51.4,1.6
2289, Tucson,2017,17399,Semi-Auto,30345,Diesel,125,57.6,1.7
2290, Tucson,2017,13995,Manual,25117,Diesel,30,61.7,1.7
2291, I20,2017,9995,Automatic,29592,Petrol,150,45.6,1.4
2292, Tucson,2017,12600,Manual,36750,Diesel,30,61.7,1.7
2293, I10,2019,9750,Manual,1580,Petrol,145,49.6,1.0
2294, Ioniq,2018,13989,Automatic,54876,Hybrid,140,78.5,1.6
2295, I10,2017,7590,Manual,15772,Petrol,30,57.6,1.2
2296, Ioniq,2018,15998,Automatic,17598,Hybrid,135,78.5,1.6
2297, Kona,2018,17495,Manual,76,Petrol,145,44.1,1.0
2298, Tucson,2019,17500,Semi-Auto,13136,Petrol,150,36.2,1.6
2299, Tucson,2019,16990,Manual,5004,Petrol,145,34.9,1.6
2300, I30,2016,10998,Manual,28390,Petrol,235,38.7,1.6
2301, Kona,2019,14985,Manual,17868,Petrol,145,44.1,1.0
2302, I20,2014,4495,Manual,72506,Petrol,30,57.6,1.2
2303, IX35,2015,7485,Manual,85614,Diesel,150,54.3,1.7
2304, IX35,2013,7495,Manual,31643,Diesel,145,48.7,1.7
2305, Tucson,2016,16995,Manual,15507,Diesel,125,58.9,2.0
2306, Tucson,2017,15998,Semi-Auto,6436,Diesel,150,57.6,1.7
2307, Santa Fe,2015,12999,Manual,61798,Diesel,205,46.3,2.2
2308, IX35,2013,7776,Manual,47232,Diesel,200,48.7,2.0
2309, Kona,2020,25280,Automatic,2083,Hybrid,135,52.3,1.6
2310, I20,2017,8295,Manual,22781,Petrol,150,55.4,1.2
2311, Tucson,2016,16799,Semi-Auto,35405,Diesel,125,57.6,1.7
2312, Tucson,2017,16298,Semi-Auto,38763,Diesel,145,57.7,1.7
2313, I10,2017,7291,Manual,12006,Petrol,150,60.1,1.0
2314, I10,2017,9595,Manual,2670,Petrol,145,57.7,1.2
2315, Tucson,2017,13995,Semi-Auto,40077,Diesel,150,57.6,1.7
2316, IX35,2014,8595,Manual,43440,Diesel,145,53.3,1.7
2317, Tucson,2019,23991,Semi-Auto,10,Petrol,145,36.2,1.6
2318, Tucson,2018,16900,Semi-Auto,34362,Diesel,145,57.7,1.7
2319, IX35,2015,8298,Manual,64925,Diesel,165,51.4,2.0
2320, I30,2017,10800,Manual,8092,Petrol,145,56.5,1.0
2321, I10,2019,9995,Manual,4587,Petrol,145,49.6,1.0
2322, I10,2016,7499,Semi-Auto,21597,Petrol,150,47.9,1.2
2323, I20,2019,13750,Automatic,358,Petrol,145,49.6,1.0
2324, Tucson,2016,12698,Manual,32919,Diesel,30,61.7,1.7
2325, Tucson,2019,16211,Manual,13270,Petrol,145,34.9,1.6
2326, Santa Fe,2019,34998,Semi-Auto,4956,Diesel,145,39.2,2.2
2327, I10,2014,6000,Manual,21359,Petrol,30,57.6,1.2
2328, I10,2017,6498,Manual,42057,Petrol,145,70.6,1.0
2329, I40,2016,11180,Manual,31731,Diesel,30,65.7,1.7
2330, I20,2015,7361,Manual,25730,Diesel,20,68.9,1.4
2331, Tucson,2018,14751,Manual,11290,Petrol,145,44.8,1.6
2332, I30,2016,7995,Manual,47014,Diesel,0,78.4,1.6
2333, Tucson,2019,23995,Automatic,50,Petrol,145,36.2,1.6
2334, I10,2017,7298,Manual,19581,Petrol,145,60.1,1.0
2335, I10,2018,7200,Manual,17879,Petrol,145,60.1,1.0
2336, I20,2017,8995,Manual,5937,Petrol,145,62.8,1.0
2337, Getz,2003,2395,Automatic,59000,Petrol,260,37.2,1.3
2338, I30,2015,6950,Manual,36000,Petrol,145,47.1,1.4
2339, I20,2016,7190,Manual,35335,Petrol,30,56.5,1.2
2340, I30,2018,11498,Manual,11901,Petrol,145,56.5,1.0
2341, Tucson,2018,15298,Manual,14429,Petrol,145,34.9,1.6
2342, I10,2019,9970,Manual,11782,Petrol,145,57.6,1.2
2343, I30,2019,13000,Manual,10065,Diesel,145,60.1,1.6
2344, Tucson,2017,13250,Manual,19744,Diesel,30,61.7,1.7
2345, Tucson,2019,21490,Manual,199,Petrol,145,34.9,1.6
2346, Tucson,2019,22480,Semi-Auto,2951,Hybrid,145,50.4,1.6
2347, I10,2016,7000,Manual,12938,Petrol,20,61.4,1.0
2348, Tucson,2018,17000,Manual,11500,Diesel,145,61.4,1.7
2349, I10,2013,4490,Manual,23186,Petrol,20,61.4,1.2
2350, IX20,2017,9490,Manual,12836,Petrol,145,50.4,1.4
2351, I40,2013,7191,Manual,58232,Diesel,30,65.7,1.7
2352, I20,2018,10995,Manual,5000,Petrol,145,58.9,1.2
2353, I10,2018,7995,Manual,6753,Petrol,145,60.1,1.0
2354, Tucson,2019,18867,Semi-Auto,9153,Petrol,145,36.2,1.6
2355, I30,2019,15120,Manual,2112,Petrol,145,41.5,1.4
2356, Santa Fe,2016,16498,Manual,44905,Diesel,200,47.1,2.2
2357, Tucson,2017,15700,Manual,38300,Diesel,145,58.9,2.0
2358, Ioniq,2017,11990,Semi-Auto,117000,Hybrid,0,78.5,1.6
2359, I10,2017,7495,Manual,17500,Petrol,20,60.1,1.0
2360, Santa Fe,2020,36999,Semi-Auto,6000,Diesel,150,39.2,2.2
2361, I10,2017,7995,Manual,6200,Petrol,145,60.1,1.0
2362, Santa Fe,2019,33999,Semi-Auto,6697,Diesel,145,39.2,2.2
2363, IX20,2015,7699,Manual,38000,Petrol,125,50.4,1.4
2364, I10,2018,8491,Manual,8702,Petrol,150,60.1,1.0
2365, I30,2018,11000,Manual,10429,Petrol,150,56.5,1.0
2366, Tucson,2017,13745,Manual,25895,Diesel,30,61.7,1.7
2367, I10,2017,8995,Manual,11086,Petrol,30,57.7,1.2
2368, Tucson,2016,11499,Manual,27542,Diesel,30,61.7,1.7
2369, Tucson,2017,13298,Manual,33771,Diesel,150,61.7,1.7
2370, Tucson,2017,18000,Automatic,29275,Diesel,240,43.5,2.0
2371, I20,2017,7499,Manual,36602,Petrol,145,55.4,1.2
2372, Tucson,2016,14798,Manual,15110,Diesel,30,61.7,1.7
2373, I10,2009,4495,Automatic,59000,Petrol,140,47.9,1.2
2374, I30,2013,5998,Manual,62227,Petrol,165,46.0,1.4
2375, Tucson,2019,15498,Manual,17815,Petrol,145,34.9,1.6
2376, Tucson,2017,13698,Manual,15040,Diesel,145,61.7,1.7
2377, Kona,2018,17750,Semi-Auto,19151,Petrol,145,42.2,1.6
2378, I20,2013,5495,Manual,30252,Petrol,30,57.6,1.2
2379, I10,2019,10220,Manual,100,Petrol,145,49.6,1.0
2380, Tucson,2019,14999,Manual,11229,Petrol,150,34.9,1.6
2381, IX35,2014,8498,Manual,43978,Diesel,145,53.3,1.7
2382, I20,2017,7870,Manual,30314,Petrol,145,58.9,1.2
2383, IX35,2011,7990,Manual,32148,Diesel,205,48.7,2.0
2384, Tucson,2016,16485,Automatic,31485,Diesel,235,43.5,2.0
2385, Tucson,2016,12500,Manual,30082,Diesel,30,61.7,1.7
2386, IX20,2012,5750,Manual,32000,Diesel,30,64.2,1.6
2387, Tucson,2016,15990,Semi-Auto,43362,Diesel,125,57.6,1.7
2388, I20,2018,8500,Manual,29516,Petrol,145,55.4,1.2
2389, Tucson,2019,15498,Manual,15751,Petrol,150,34.9,1.6
2390, Tucson,2017,18000,Semi-Auto,39835,Diesel,150,57.6,1.7
2391, I10,2018,7690,Manual,10173,Petrol,145,60.1,1.0
2392, I30,2019,24995,Manual,5589,Petrol,145,34.0,2.0
2393, Tucson,2017,11498,Manual,35213,Diesel,145,61.7,1.7
2394, Kona,2019,14897,Manual,4989,Petrol,145,44.1,1.0
2395, Tucson,2016,12495,Manual,21384,Petrol,160,44.8,1.6
2396, Kona,2018,12500,Manual,15459,Petrol,150,52.3,1.0
2397, Santa Fe,2015,16990,Semi-Auto,46045,Diesel,265,42.2,2.2
2398, Tucson,2018,21000,Manual,8523,Diesel,145,45.6,1.6
2399, Santa Fe,2019,33999,Semi-Auto,6697,Diesel,150,39.2,2.2
2400, I10,2018,8495,Manual,7372,Petrol,145,60.1,1.0
2401, Tucson,2016,11950,Manual,18397,Diesel,30,61.7,1.7
2402, Kona,2019,15950,Manual,6483,Petrol,145,44.1,1.0
2403, I20,2012,4995,Manual,39000,Petrol,30,57.6,1.2
2404, Tucson,2017,12495,Manual,34750,Diesel,145,61.7,1.7
2405, I20,2017,8000,Manual,24286,Petrol,150,58.9,1.2
2406, Kona,2019,19990,Automatic,165,Petrol,145,37.7,1.6
2407, Tucson,2017,13998,Semi-Auto,30335,Diesel,150,57.6,1.7
2408, Ioniq,2018,13495,Automatic,29248,Hybrid,135,78.5,1.6
2409, I10,2017,6650,Manual,28965,Petrol,145,57.7,1.2
2410, Kona,2018,12890,Manual,10200,Petrol,145,52.3,1.0
2411, Tucson,2016,11995,Manual,26000,Diesel,30,61.7,1.7
2412, Ioniq,2019,19981,Automatic,9950,Hybrid,135,78.5,1.6
2413, I10,2018,6485,Manual,24532,Petrol,150,60.1,1.0
2414, I10,2015,4999,Manual,56000,Petrol,20,60.1,1.0
2415, Kona,2019,14985,Manual,11372,Petrol,145,44.1,1.0
2416, Tucson,2018,12791,Manual,8708,Petrol,145,44.8,1.6
2417, I40,2016,11600,Manual,17809,Diesel,30,65.7,1.7
2418, Tucson,2016,13998,Semi-Auto,30551,Diesel,125,57.6,1.7
2419, Tucson,2017,11995,Manual,28476,Diesel,30,61.7,1.7
2420, I10,2017,7622,Manual,31189,Petrol,145,57.7,1.2
2421, I30,2018,12299,Manual,21366,Diesel,150,74.3,1.6
2422, I10,2017,9500,Semi-Auto,17120,Petrol,145,47.9,1.2
2423, I10,2017,7740,Manual,18036,Petrol,145,57.7,1.2
2424, I10,2011,3599,Manual,56902,Petrol,20,61.4,1.2
2425, Ioniq,2019,18495,Automatic,6040,Hybrid,135,78.5,1.6
2426, Tucson,2018,14995,Manual,8867,Petrol,145,44.8,1.6
2427, IX20,2017,8340,Manual,20967,Petrol,145,50.4,1.4
2428, Tucson,2017,14470,Semi-Auto,32939,Diesel,125,57.6,1.7
2429, I10,2018,7995,Manual,7356,Petrol,145,60.1,1.0
2430, I40,2016,10610,Manual,45142,Diesel,30,65.7,1.7
2431, Tucson,2017,12991,Manual,26671,Petrol,145,44.8,1.6
2432, Ioniq,2019,19999,Automatic,8732,Hybrid,135,62.8,1.6
2433, I40,2016,9798,Manual,40741,Diesel,30,65.7,1.7
2434, I10,2018,6789,Manual,12603,Petrol,145,60.1,1.0
2435, I20,2014,6199,Manual,16059,Petrol,30,57.6,1.2
2436, Tucson,2017,14000,Manual,15877,Diesel,150,61.7,1.7
2437, IX20,2015,6495,Manual,23989,Petrol,125,50.4,1.4
2438, I10,2017,7291,Manual,14528,Petrol,145,60.1,1.0
2439, I10,2019,9000,Manual,9023,Petrol,150,57.6,1.2
2440, Kona,2018,16000,Manual,11282,Petrol,150,52.3,1.0
2441, Tucson,2019,22750,Manual,5,Petrol,145,34.9,1.6
2442, IX20,2016,6995,Manual,41691,Diesel,30,64.2,1.6
2443, Santa Fe,2019,36990,Semi-Auto,2199,Diesel,145,39.2,2.2
2444, I20,2014,5570,Manual,36642,Petrol,30,57.6,1.2
2445, Tucson,2017,14985,Semi-Auto,47028,Diesel,125,57.6,1.7
2446, I30,2019,16495,Manual,12540,Diesel,145,58.9,1.6
2447, I10,2019,7698,Manual,3655,Petrol,150,60.1,1.0
2448, IX20,2017,8998,Manual,22861,Petrol,145,50.4,1.4
2449, I10,2017,7998,Manual,5733,Petrol,20,60.1,1.0
2450, Tucson,2017,13750,Semi-Auto,24367,Diesel,125,57.6,1.7
2451, I20,2017,9995,Automatic,19595,Petrol,145,45.6,1.4
2452, I10,2014,6000,Manual,27397,Petrol,20,60.1,1.0
2453, Tucson,2017,15295,Manual,14491,Diesel,30,61.7,1.7
2454, I10,2018,7500,Manual,7785,Petrol,145,60.1,1.0
2455, I30,2017,10995,Manual,11249,Petrol,30,56.5,1.0
2456, Tucson,2015,9750,Manual,39000,Diesel,30,61.7,1.7
2457, I40,2013,6750,Automatic,60790,Diesel,205,47.1,1.7
2458, I20,2017,7775,Manual,29018,Petrol,30,55.4,1.2
2459, I800,2018,14000,Manual,37620,Diesel,150,37.7,2.5
2460, IX35,2015,10000,Automatic,51500,Diesel,260,41.5,2.0
2461, Tucson,2018,12790,Manual,11580,Petrol,145,44.8,1.6
2462, I10,2017,7995,Manual,19000,Petrol,30,57.6,1.2
2463, I30,2017,12350,Manual,16570,Petrol,145,52.3,1.4
2464, I800,2019,21498,Manual,2804,Diesel,145,28.0,2.5
2465, I10,2018,6981,Manual,9521,Petrol,150,60.1,1.0
2466, Santa Fe,2014,13991,Manual,52236,Diesel,205,46.3,2.2
2467, I10,2016,6945,Manual,27828,Petrol,30,57.6,1.2
2468, Tucson,2020,20991,Semi-Auto,450,Petrol,145,36.2,1.6
2469, I10,2018,9869,Manual,10431,Petrol,145,57.6,1.2
2470, I20,2017,8990,Manual,21640,Diesel,150,68.9,1.4
2471, Ioniq,2017,17800,Automatic,21553,Hybrid,135,78.5,1.6
2472, Kona,2019,14470,Manual,20490,Petrol,150,44.1,1.0
2473, I10,2017,8690,Manual,9966,Petrol,145,57.7,1.2
2474, Tucson,2019,23991,Semi-Auto,10,Petrol,145,36.2,1.6
2475, Ioniq,2019,18570,Automatic,961,Hybrid,135,78.5,1.6
2476, Tucson,2017,13895,Manual,10587,Diesel,145,61.7,1.7
2477, Tucson,2017,12249,Manual,12845,Petrol,145,44.8,1.6
2478, I20,2019,10990,Manual,11435,Petrol,150,46.3,1.2
2479, IX35,2014,7530,Manual,57675,Diesel,145,53.3,1.7
2480, Kona,2019,14495,Manual,4000,Petrol,145,44.1,1.0
2481, I30,2015,7803,Manual,43022,Diesel,0,78.4,1.6
2482, I10,2017,7498,Manual,24014,Petrol,145,60.1,1.0
2483, I30,2016,7299,Manual,48975,Diesel,0,78.4,1.6
2484, I10,2011,1999,Manual,92000,Petrol,20,61.4,1.2
2485, IX20,2016,8790,Manual,20063,Petrol,125,50.4,1.4
2486, I20,2019,11795,Manual,5409,Petrol,150,46.3,1.2
2487, I10,2017,7290,Manual,19178,Petrol,150,57.7,1.2
2488, I30,2018,11142,Manual,9963,Petrol,145,56.5,1.0
2489, Tucson,2017,15999,Semi-Auto,11247,Diesel,125,57.6,1.7
2490, Tucson,2016,12498,Manual,41953,Diesel,30,61.7,1.7
2491, Tucson,2016,11498,Manual,52938,Diesel,30,61.7,1.7
2492, I10,2013,4950,Manual,22300,Petrol,20,61.4,1.2
2493, IX35,2014,8999,Manual,36189,Diesel,150,53.3,1.7
2494, I20,2014,4995,Manual,30750,Petrol,30,57.6,1.2
2495, I40,2015,9495,Manual,25350,Diesel,20,67.3,1.7
2496, Kona,2018,13995,Manual,16410,Petrol,145,52.3,1.0
2497, I20,2013,4121,Manual,67689,Petrol,125,52.3,1.4
2498, I10,2018,7850,Manual,11175,Petrol,145,57.7,1.2
2499, I10,2020,13495,Manual,1000,Petrol,145,51.4,1.2
2500, Tucson,2018,14995,Manual,18423,Petrol,145,34.9,1.6
2501, I20,2018,9999,Manual,12271,Petrol,145,58.9,1.2
2502, I30,2013,4990,Manual,61000,Diesel,0,76.3,1.6
2503, Tucson,2019,15498,Manual,15861,Petrol,145,34.9,1.6
2504, I10,2019,10490,Manual,100,Petrol,145,49.6,1.0
2505, I800,2019,18440,Manual,16464,Diesel,150,31.7,2.5
2506, Ioniq,2019,16695,Semi-Auto,11311,Hybrid,135,78.5,1.6
2507, IX35,2014,8498,Manual,54550,Diesel,150,53.3,1.7
2508, I20,2019,9962,Manual,15344,Petrol,150,46.3,1.2
2509, I10,2017,7225,Manual,16807,Petrol,145,60.1,1.0
2510, Tucson,2017,15490,Automatic,28354,Diesel,150,46.3,2.0
2511, I10,2019,7995,Manual,14614,Petrol,145,60.1,1.0
2512, I10,2014,6630,Manual,8896,Petrol,20,60.1,1.0
2513, I30,2016,9298,Manual,5156,Petrol,145,48.7,1.4
2514, I10,2019,8649,Manual,8483,Petrol,145,60.1,1.0
2515, Ioniq,2018,16495,Semi-Auto,17712,Hybrid,135,78.5,1.6
2516, Tucson,2017,16395,Semi-Auto,30865,Diesel,150,57.7,1.7
2517, I30,2017,9990,Manual,48499,Diesel,150,74.3,1.6
2518, I10,2018,7995,Manual,3200,Petrol,145,60.1,1.0
2519, Tucson,2019,16999,Automatic,13797,Petrol,145,36.2,1.6
2520, Tucson,2017,14498,Manual,9146,Diesel,150,61.7,1.7
2521, I10,2018,7690,Manual,10819,Petrol,150,60.1,1.0
2522, IX20,2019,11994,Manual,7887,Petrol,150,37.2,1.6
2523, I20,2015,6900,Manual,26413,Petrol,30,55.4,1.2
2524, I10,2016,5995,Manual,38000,Petrol,20,60.1,1.0
2525, I10,2020,12490,Manual,1136,Petrol,150,56.5,1.0
2526, IX20,2015,7000,Manual,19705,Petrol,125,50.4,1.4
2527, Tucson,2016,10998,Manual,20258,Petrol,160,44.8,1.6
2528, Kona,2019,13799,Manual,8155,Petrol,145,44.1,1.0
2529, I20,2018,10499,Manual,23607,Petrol,145,62.8,1.0
2530, I10,2013,3750,Manual,45615,Petrol,20,61.4,1.2
2531, Ioniq,2018,16698,Automatic,11942,Hybrid,135,78.5,1.6
2532, I10,2019,9250,Manual,11005,Petrol,150,57.6,1.2
2533, I10,2017,6750,Manual,37972,Petrol,145,57.7,1.2
2534, I800,2018,15498,Manual,36759,Diesel,145,28.0,2.5
2535, I10,2013,4291,Manual,22000,Petrol,20,61.4,1.2
2536, Tucson,2017,14600,Manual,30165,Diesel,30,61.7,1.7
2537, I20,2018,8970,Manual,10248,Petrol,145,58.9,1.2
2538, Kona,2019,17495,Manual,4672,Petrol,150,44.1,1.0
2539, I10,2014,5580,Manual,31575,Petrol,30,57.6,1.2
2540, Tucson,2016,12990,Manual,26573,Diesel,30,61.7,1.7
2541, Santa Fe,2019,32489,Automatic,20,Diesel,145,39.8,2.2
2542, I800,2018,15500,Manual,30305,Diesel,145,31.7,0.0
2543, Tucson,2016,14998,Semi-Auto,12489,Diesel,125,57.6,1.7
2544, I10,2017,6490,Manual,30193,Petrol,145,60.1,1.0
2545, I40,2015,5500,Manual,101500,Diesel,20,67.3,1.7
2546, I20,2019,13557,Automatic,2251,Petrol,150,49.6,1.0
2547, Tucson,2018,14495,Manual,23059,Petrol,150,44.8,1.6
2548, I800,2018,14000,Manual,38090,Diesel,145,37.7,2.5
2549, I30,2018,10995,Manual,9664,Petrol,145,56.5,1.0
2550, IX35,2014,8990,Manual,22632,Diesel,145,53.3,1.7
2551, Kona,2019,13998,Manual,8777,Petrol,145,44.1,1.0
2552, I10,2018,9000,Manual,10268,Petrol,150,57.7,1.2
2553, I30,2016,6990,Manual,52413,Petrol,145,48.7,1.4
2554, Ioniq,2017,15989,Automatic,17666,Hybrid,135,78.5,1.6
2555, I20,2016,7500,Manual,41496,Petrol,30,56.5,0.0
2556, I10,2017,7289,Manual,16512,Petrol,145,57.7,1.2
2557, IX20,2019,12490,Manual,3850,Petrol,145,37.2,1.6
2558, I30,2017,10485,Manual,15359,Diesel,145,72.4,1.6
2559, Ioniq,2018,16000,Automatic,27742,Hybrid,135,78.5,1.6
2560, I30,2016,9298,Manual,29412,Diesel,0,78.4,1.6
2561, I10,2016,6891,Manual,32723,Petrol,30,57.6,1.2
2562, Tucson,2019,15498,Manual,13591,Petrol,145,34.9,1.6
2563, Kona,2019,15990,Manual,7842,Petrol,145,44.1,1.0
2564, Tucson,2016,11678,Manual,36469,Diesel,30,61.7,1.7
2565, Tucson,2018,13998,Manual,19377,Petrol,150,44.8,1.6
2566, I10,2015,7500,Semi-Auto,26227,Petrol,150,47.9,1.2
2567, Tucson,2016,11485,Manual,51696,Diesel,30,61.7,1.7
2568, I10,2018,7491,Manual,16281,Petrol,145,60.1,1.0
2569, I30,2019,13595,Manual,15000,Petrol,145,41.5,1.4
2570, I20,2017,8995,Manual,35500,Petrol,145,62.8,1.0
2571, IX20,2017,9998,Manual,9604,Petrol,145,50.4,1.4
2572, I10,2019,8990,Manual,3000,Petrol,145,49.6,1.0
2573, I20,2020,13999,Manual,6000,Petrol,150,47.9,1.0
2574, I10,2020,11980,Manual,793,Petrol,145,56.5,1.0
2575, I30,2016,10495,Semi-Auto,23880,Diesel,20,72.4,1.6
2576, I30,2019,15750,Manual,2342,Petrol,145,41.5,1.4
2577, I10,2016,6490,Manual,21611,Petrol,30,57.6,1.2
2578, I20,2015,7298,Manual,35921,Petrol,30,55.4,1.2
2579, I30,2015,7298,Manual,50221,Diesel,0,78.4,1.6
2580, I10,2017,6799,Manual,21129,Petrol,20,60.1,1.0
2581, Tucson,2019,20995,Manual,4661,Petrol,145,34.9,1.6
2582, Santa Fe,2014,15500,Automatic,37006,Diesel,265,41.5,2.2
2583, Tucson,2017,14498,Manual,19674,Diesel,30,61.7,1.7
2584, Santa Fe,2014,12891,Semi-Auto,49216,Diesel,260,41.5,2.2
2585, Tucson,2017,15620,Semi-Auto,9196,Diesel,125,57.6,1.7
2586, Tucson,2017,14495,Semi-Auto,41684,Diesel,125,57.6,1.7
2587, I20,2019,12450,Manual,1594,Petrol,145,46.3,1.2
2588, I10,2017,10490,Semi-Auto,14346,Petrol,150,47.9,1.2
2589, I30,2016,9495,Manual,37000,Diesel,0,78.4,1.6
2590, Kona,2018,13998,Manual,8980,Petrol,145,44.1,1.0
2591, I30,2020,15495,Manual,2936,Petrol,145,45.6,1.0
2592, I30,2018,12954,Manual,15448,Petrol,150,57.7,1.0
2593, I30,2018,11531,Automatic,35097,Petrol,145,51.4,1.4
2594, Tucson,2019,23995,Semi-Auto,2248,Petrol,145,36.2,1.6
2595, Tucson,2016,16000,Semi-Auto,16174,Diesel,125,57.6,1.7
2596, Tucson,2019,18990,Manual,508,Diesel,145,48.7,1.6
2597, IX35,2013,6998,Manual,69605,Diesel,145,53.3,1.7
2598, Tucson,2017,14795,Manual,29800,Diesel,200,47.9,2.0
2599, I10,2016,5998,Manual,26753,Petrol,20,60.1,1.0
2600, I10,2018,7560,Manual,8623,Petrol,145,60.1,1.0
2601, I10,2016,6490,Manual,29152,Petrol,30,57.6,1.2
2602, Tucson,2017,16500,Manual,12543,Petrol,145,38.7,1.6
2603, Santa Fe,2019,36495,Automatic,5000,Diesel,145,39.8,2.2
2604, I20,2018,9995,Automatic,31676,Petrol,150,45.6,1.4
2605, I30,2013,5500,Manual,65563,Petrol,150,47.1,1.4
2606, I20,2017,8291,Manual,15733,Petrol,30,58.9,1.2
2607, Tucson,2017,13200,Manual,22888,Diesel,150,61.7,1.7
2608, I10,2017,6498,Manual,40261,Petrol,145,57.7,1.2
2609, IX20,2016,8995,Manual,8648,Petrol,125,50.4,1.4
2610, I20,2017,8995,Manual,12245,Petrol,20,62.8,1.0
2611, Ioniq,2016,16495,Automatic,24695,Hybrid,0,78.5,1.6
2612, Kona,2019,14600,Manual,15139,Petrol,150,44.1,1.0
2613, I800,2018,16995,Automatic,32672,Diesel,145,28.0,2.5
2614, I30,2015,6850,Manual,57541,Diesel,0,78.4,1.6
2615, Tucson,2017,14498,Manual,19400,Diesel,30,61.7,1.7
2616, I30,2015,7698,Manual,32398,Diesel,0,78.4,1.6
2617, Ioniq,2019,22998,Automatic,2031,Hybrid,135,62.8,1.6
2618, I10,2019,9280,Manual,2238,Petrol,145,49.6,1.0
2619, I800,2019,18490,Manual,14329,Diesel,150,31.7,2.5
2620, Kona,2018,14800,Manual,5357,Petrol,150,44.1,1.0
2621, I10,2018,8200,Manual,7672,Petrol,145,60.1,1.0
2622, I20,2014,5495,Manual,33508,Petrol,30,57.6,1.2
2623, I10,2018,6925,Manual,29042,Petrol,145,60.1,1.0
2624, I10,2018,9633,Manual,7804,Petrol,145,57.7,1.2
2625, I10,2017,7260,Manual,11090,Petrol,20,60.1,1.0
2626, IX20,2018,11490,Manual,25833,Petrol,145,50.4,1.4
2627, I10,2018,9499,Semi-Auto,9963,Petrol,150,47.9,1.2
2628, Ioniq,2018,15998,Automatic,28283,Hybrid,135,78.5,1.6
2629, I20,2019,12795,Manual,5000,Petrol,145,46.3,1.2
2630, IX35,2013,6999,Manual,55472,Diesel,145,53.3,1.7
2631, I10,2017,8995,Semi-Auto,36681,Petrol,145,47.9,1.2
2632, I30,2018,11000,Manual,13406,Petrol,150,56.5,1.0
2633, Tucson,2016,12026,Manual,45876,Diesel,30,61.7,1.7
2634, Tucson,2019,17096,Manual,2684,Petrol,145,34.9,1.6
2635, I10,2016,4388,Manual,36182,Petrol,20,60.1,1.0
2636, I30,2019,26970,Manual,1000,Petrol,150,34.0,2.0
2637, I10,2019,9970,Manual,16709,Petrol,145,57.6,1.2
2638, Ioniq,2019,22720,Automatic,8492,Hybrid,135,78.5,1.6
2639, I20,2017,8498,Manual,12588,Petrol,145,55.4,1.2
2640, I800,2019,19000,Automatic,14674,Diesel,145,31.7,2.5
2641, Santa Fe,2020,36795,Semi-Auto,2500,Diesel,145,39.2,2.2
2642, Tucson,2016,12998,Manual,28861,Diesel,30,61.7,1.7
2643, I10,2014,5450,Manual,42346,Petrol,20,60.1,1.0
2644, Tucson,2019,22000,Semi-Auto,5000,Petrol,150,36.2,1.6
2645, I20,2016,6398,Manual,37899,Petrol,30,55.4,1.2
2646, IX35,2015,9470,Manual,33730,Diesel,145,53.3,1.7
2647, Ioniq,2018,15995,Automatic,13415,Hybrid,135,78.5,1.6
2648, Tucson,2016,11797,Manual,56137,Diesel,145,54.3,2.0
2649, IX20,2017,9650,Automatic,21156,Petrol,145,43.5,1.6
2650, I30,2018,9298,Manual,16259,Petrol,145,57.7,1.0
2651, Kona,2019,13990,Manual,9130,Petrol,145,44.1,1.0
2652, Tucson,2017,17800,Manual,25172,Diesel,145,58.9,2.0
2653, I10,2019,8995,Manual,8104,Petrol,145,60.1,1.0
2654, Tucson,2019,25495,Semi-Auto,4,Diesel,145,47.1,1.6
2655, Tucson,2019,24000,Semi-Auto,10003,Hybrid,150,50.4,1.6
2656, Accent,2000,1295,Automatic,47000,Petrol,150,38.7,1.3
2657, Tucson,2017,12999,Manual,48776,Petrol,145,44.8,1.6
