,model,year,price,transmission,mileage,fuelType,engineSize
2688, C Class,2020,46800,Semi-Auto,4384,Hybrid,2.0
2689, C Class,2017,18480,Semi-Auto,33105,Diesel,2.1
2690, C Class,2019,35049,Automatic,1000,Petrol,1.5
2691, C Class,2018,18450,Automatic,30460,Diesel,2.1
2692, C Class,2012,7990,Automatic,88000,Diesel,2.1
2693, C Class,2015,11295,Manual,114970,Diesel,2.1
2694, C Class,2019,27899,Automatic,8273,Diesel,2.0
2695, C Class,2019,37995,Semi-Auto,1800,Diesel,2.0
2696, C Class,2016,20399,Semi-Auto,15000,Diesel,2.1
2697, C Class,2014,15998,Semi-Auto,34382,Diesel,2.1
2698, C Class,2017,17900,Automatic,19828,Petrol,2.0
2699, C Class,2019,34499,Semi-Auto,2838,Petrol,2.0
2700, C Class,2015,15999,Semi-Auto,39195,Hybrid,2.1
2701, C Class,2017,18491,Semi-Auto,18390,Petrol,2.0
2702, C Class,2020,33111,Semi-Auto,4000,Diesel,2.0
2703, C Class,2016,18108,Automatic,41864,Diesel,2.1
2704, C Class,2018,28749,Semi-Auto,6449,Diesel,2.0
2705, C Class,2020,33991,Semi-Auto,1000,Diesel,2.0
2706, C Class,2017,22995,Automatic,20362,Diesel,2.1
2707, C Class,2019,28799,Semi-Auto,12030,Petrol,1.5
2708, C Class,2017,16498,Automatic,20764,Diesel,2.1
2709, C Class,2014,14999,Semi-Auto,39501,Diesel,2.1
2710, C Class,2014,16450,Automatic,41000,Diesel,2.1
2711, C Class,2016,16499,Automatic,22525,Diesel,1.6
2712, C Class,2017,16450,Automatic,29219,Diesel,2.1
2713, C Class,2018,22500,Semi-Auto,10514,Petrol,1.5
2714, C Class,2016,19440,Semi-Auto,29409,Hybrid,2.0
2715, C Class,2017,27526,Automatic,15958,Petrol,3.0
2716, C Class,2019,31799,Semi-Auto,6805,Petrol,2.0
2717, C Class,2019,31495,Automatic,3500,Diesel,2.0
2718, C Class,2016,17491,Automatic,18500,Diesel,2.1
2719, C Class,2019,30980,Semi-Auto,1250,Diesel,2.0
2720, C Class,2016,16341,Automatic,61225,Hybrid,2.0
2721, C Class,2019,26981,Automatic,7931,Diesel,2.0
2722, C Class,2017,16500,Semi-Auto,14077,Diesel,2.1
2723, C Class,2019,26949,Automatic,4971,Petrol,2.0
2724, C Class,2009,4480,Automatic,130000,Diesel,3.0
2725, C Class,2019,32599,Semi-Auto,3723,Diesel,2.0
2726, C Class,2016,11393,Automatic,128000,Diesel,2.1
2727, C Class,2015,18999,Automatic,22499,Diesel,2.1
2728, C Class,2019,24799,Automatic,508,Petrol,1.5
2729, C Class,2018,19999,Automatic,34008,Diesel,2.1
2730, C Class,2019,26995,Automatic,10765,Diesel,2.0
2731, C Class,2019,28480,Automatic,8900,Diesel,2.0
2732, C Class,2019,28999,Semi-Auto,4938,Diesel,2.0
2733, C Class,2019,39950,Semi-Auto,6641,Petrol,3.0
2734, C Class,2018,19298,Semi-Auto,39383,Hybrid,2.0
2735, C Class,2014,15998,Semi-Auto,66140,Diesel,2.1
2736, C Class,2015,22402,Semi-Auto,21123,Diesel,2.1
2737, C Class,2016,16499,Automatic,28392,Diesel,2.1
2738, C Class,2016,15698,Automatic,42062,Petrol,2.0
2739, C Class,2019,27199,Semi-Auto,3780,Petrol,2.0
2740, C Class,2017,20495,Semi-Auto,13400,Petrol,2.0
2741, C Class,2017,22767,Automatic,30676,Diesel,2.1
2742, C Class,2019,32490,Automatic,2600,Diesel,2.0
2743, C Class,2019,28499,Semi-Auto,1867,Petrol,2.0
2744, C Class,2017,22899,Semi-Auto,17800,Diesel,2.1
2745, C Class,2016,13000,Automatic,82590,Diesel,2.1
2746, C Class,2019,27999,Automatic,649,Petrol,1.5
2747, C Class,2014,11133,Semi-Auto,61616,Diesel,2.1
2748, C Class,2019,44000,Semi-Auto,8023,Petrol,3.0
2749, C Class,2017,18999,Automatic,35649,Diesel,2.1
2750, C Class,2017,17600,Automatic,21841,Diesel,2.1
2751, C Class,2018,28374,Automatic,8962,Diesel,2.0
2752, C Class,2017,22995,Semi-Auto,20000,Diesel,2.1
2753, C Class,2019,25199,Semi-Auto,14708,Petrol,1.5
2754, C Class,2017,18999,Automatic,23555,Diesel,2.1
2755, C Class,2017,14399,Manual,18862,Petrol,2.0
2756, C Class,2019,27498,Automatic,41,Petrol,1.5
2757, C Class,2016,17399,Semi-Auto,36074,Diesel,1.6
2758, C Class,2020,34500,Semi-Auto,100,Diesel,2.0
2759, C Class,2019,25599,Semi-Auto,15391,Diesel,2.0
2760, C Class,2016,18124,Semi-Auto,35999,Petrol,2.0
2761, C Class,2017,18890,Semi-Auto,25066,Diesel,2.1
2762, C Class,2019,28900,Automatic,5250,Petrol,1.5
2763, C Class,2015,16892,Semi-Auto,35464,Diesel,2.1
2764, C Class,2017,20499,Semi-Auto,24000,Diesel,2.1
2765, C Class,2018,18799,Automatic,20090,Diesel,2.1
2766, C Class,2016,13900,Manual,26108,Petrol,2.0
2767, C Class,2018,23390,Semi-Auto,16045,Diesel,2.0
2768, C Class,2017,17499,Automatic,28609,Hybrid,2.0
2769, C Class,2017,16092,Semi-Auto,48000,Diesel,2.1
2770, C Class,2015,10998,Manual,92589,Diesel,2.1
2771, C Class,2019,29099,Semi-Auto,8205,Diesel,2.0
2772, C Class,2019,29899,Semi-Auto,4405,Diesel,2.0
2773, C Class,2019,29449,Semi-Auto,9970,Diesel,2.0
2774, C Class,2020,31480,Semi-Auto,19,Diesel,2.0
2775, C Class,2012,8199,Manual,41982,Petrol,1.8
2776, C Class,2017,18240,Semi-Auto,44118,Hybrid,2.0
2777, C Class,2019,31998,Semi-Auto,2000,Petrol,2.0
2778, C Class,2018,23400,Automatic,9861,Petrol,1.5
2779, C Class,2018,22399,Semi-Auto,5678,Diesel,1.6
2780, C Class,2017,24948,Automatic,10597,Diesel,2.1
2781, C Class,2010,4495,Automatic,106032,Petrol,1.8
2782, C Class,2017,20995,Semi-Auto,19750,Diesel,2.1
2783, C Class,2017,18250,Automatic,26036,Diesel,2.1
2784, C Class,2019,25699,Semi-Auto,15067,Diesel,2.0
2785, C Class,2019,23680,Semi-Auto,3436,Petrol,1.5
2786, C Class,2019,26949,Automatic,6296,Diesel,1.6
2787, C Class,2019,30980,Semi-Auto,4288,Diesel,1.6
2788, C Class,2015,12000,Automatic,40005,Diesel,2.1
2789, C Class,2019,32099,Semi-Auto,724,Diesel,2.0
2790, C Class,2017,16995,Automatic,33219,Diesel,2.1
2791, C Class,2018,46900,Automatic,1977,Petrol,4.0
2792, C Class,2015,13999,Automatic,42492,Diesel,2.1
2793, C Class,2020,31590,Automatic,1452,Diesel,2.0
2794, C Class,2020,30495,Automatic,1200,Diesel,2.0
2795, C Class,2012,9499,Automatic,64000,Diesel,2.1
2796, C Class,2016,16998,Automatic,59208,Hybrid,2.1
2797, C Class,2019,30845,Automatic,2065,Diesel,2.0
2798, C Class,2016,18699,Semi-Auto,38265,Diesel,2.1
2799, C Class,2017,19998,Semi-Auto,23690,Diesel,2.1
2800, C Class,2019,32995,Automatic,6638,Petrol,2.0
2801, C Class,2017,20340,Semi-Auto,34611,Diesel,2.1
2802, C Class,2016,17799,Semi-Auto,23000,Diesel,2.1
2803, C Class,2016,16495,Semi-Auto,28304,Diesel,1.6
2804, C Class,2019,33790,Automatic,6325,Petrol,1.5
2805, C Class,2019,30500,Semi-Auto,4010,Diesel,2.0
2806, C Class,2019,24199,Semi-Auto,9361,Petrol,1.5
2807, C Class,2019,19799,Semi-Auto,14401,Petrol,1.5
2808, C Class,2016,23920,Automatic,18865,Diesel,2.1
2809, C Class,2017,19199,Semi-Auto,8306,Petrol,2.0
2810, C Class,2019,29549,Semi-Auto,5071,Diesel,2.0
2811, C Class,2018,18900,Automatic,25569,Diesel,2.1
2812, C Class,2017,22999,Semi-Auto,12000,Petrol,2.0
2813, C Class,2019,23480,Semi-Auto,10934,Petrol,1.5
2814, C Class,2018,27498,Semi-Auto,12491,Diesel,2.1
2815, C Class,2014,14490,Semi-Auto,31801,Diesel,2.1
2816, C Class,2018,20899,Automatic,6813,Diesel,2.1
2817, C Class,2009,4343,Automatic,120000,Diesel,2.1
2818, C Class,2019,33699,Semi-Auto,6225,Diesel,2.0
2819, C Class,2019,24495,Semi-Auto,10000,Diesel,2.0
2820, C Class,2013,7199,Automatic,124000,Diesel,2.1
2821, C Class,2018,24994,Semi-Auto,9009,Petrol,2.0
2822, C Class,2016,17450,Semi-Auto,21875,Diesel,1.6
2823, C Class,2018,25999,Semi-Auto,11258,Diesel,2.1
2824, C Class,2019,50981,Automatic,7721,Petrol,3.0
2825, C Class,2018,20299,Automatic,9562,Diesel,2.1
2826, C Class,2015,14690,Semi-Auto,68647,Diesel,2.1
2827, C Class,2019,26680,Semi-Auto,16548,Petrol,1.5
2828, C Class,2019,23799,Automatic,5762,Petrol,1.5
2829, C Class,2019,31779,Semi-Auto,1000,Diesel,1.6
2830, C Class,2007,5995,Automatic,50500,Petrol,1.8
2831, C Class,2017,18995,Automatic,54000,Petrol,2.0
2832, C Class,2019,26289,Automatic,650,Petrol,1.5
2833, C Class,2002,1495,Automatic,13800,Diesel,2.7
2834, C Class,2015,12750,Automatic,29000,Petrol,1.6
2835, C Class,2018,25299,Semi-Auto,13440,Diesel,2.0
2836, C Class,2019,24950,Automatic,6224,Petrol,1.5
2837, C Class,2014,14000,Manual,14436,Petrol,2.0
2838, C Class,2017,17850,Semi-Auto,40202,Diesel,2.1
2839, C Class,2019,19899,Semi-Auto,13347,Petrol,1.5
2840, C Class,2017,21544,Automatic,16900,Diesel,2.1
2841, C Class,2019,41070,Automatic,7969,Petrol,3.0
2842, C Class,2017,19000,Automatic,49936,Hybrid,2.1
2843, C Class,2017,17395,Automatic,25917,Diesel,2.1
2844, C Class,2017,22767,Automatic,30676,Diesel,2.1
2845, C Class,2016,17995,Semi-Auto,33000,Diesel,2.1
2846, C Class,2016,15199,Automatic,47360,Diesel,2.1
2847, C Class,2019,30950,Automatic,1218,Diesel,2.0
2848, C Class,2019,26799,Semi-Auto,4793,Diesel,1.6
2849, C Class,2016,18268,Automatic,24227,Diesel,2.1
2850, C Class,2018,21498,Automatic,12123,Diesel,2.1
2851, C Class,2019,30980,Semi-Auto,1995,Diesel,2.0
2852, C Class,2016,11999,Manual,65548,Diesel,1.6
2853, C Class,2016,20700,Semi-Auto,27890,Diesel,2.1
2854, C Class,2015,18700,Automatic,39004,Diesel,2.1
2855, C Class,2017,43949,Semi-Auto,14263,Petrol,4.0
2856, C Class,2019,28795,Semi-Auto,11054,Diesel,2.0
2857, C Class,2018,18998,Semi-Auto,15408,Petrol,2.0
2858, C Class,2018,25882,Automatic,12145,Diesel,2.1
2859, C Class,2019,22678,Automatic,15133,Diesel,2.0
2860, C Class,2018,22849,Automatic,11163,Petrol,1.5
2861, C Class,2019,26480,Semi-Auto,14636,Diesel,2.0
2862, C Class,2017,21295,Semi-Auto,36135,Diesel,2.1
2863, C Class,2018,26295,Semi-Auto,10069,Diesel,2.0
2864, C Class,2016,15999,Automatic,59211,Hybrid,2.0
2865, C Class,2016,21998,Semi-Auto,10561,Diesel,2.1
2866, C Class,2016,13690,Manual,49761,Diesel,2.1
2867, C Class,2017,19347,Automatic,21032,Hybrid,2.0
2868, C Class,2015,15500,Automatic,64000,Diesel,2.1
2869, C Class,2013,9881,Automatic,50591,Petrol,1.6
2870, C Class,2019,27890,Semi-Auto,8317,Diesel,2.0
2871, C Class,2017,16995,Semi-Auto,19372,Diesel,1.6
2872, C Class,2019,28900,Automatic,11530,Diesel,2.0
2873, C Class,2017,19980,Automatic,46295,Diesel,2.1
2874, C Class,2020,39994,Semi-Auto,2499,Diesel,2.0
2875, C Class,2016,20105,Automatic,14965,Diesel,2.1
2876, C Class,2017,22960,Semi-Auto,21225,Diesel,2.1
2877, C Class,2016,21502,Semi-Auto,17109,Diesel,2.1
2878, C Class,2018,23022,Automatic,8890,Diesel,2.0
2879, C Class,2017,19750,Semi-Auto,27959,Petrol,2.0
2880, C Class,2018,22799,Semi-Auto,11494,Petrol,1.5
2881, C Class,2019,33299,Automatic,2286,Petrol,2.0
2882, C Class,2017,17890,Semi-Auto,26514,Diesel,2.1
2883, C Class,2018,27299,Semi-Auto,3150,Diesel,2.0
2884, C Class,2017,23999,Semi-Auto,21212,Diesel,2.1
2885, C Class,2019,39290,Semi-Auto,4651,Petrol,3.0
2886, C Class,2020,22980,Manual,16,Petrol,1.6
2887, C Class,2019,27499,Semi-Auto,3462,Diesel,1.6
2888, C Class,2019,31890,Semi-Auto,89,Diesel,1.6
2889, C Class,2017,18115,Semi-Auto,20846,Petrol,2.0
2890, C Class,2017,13499,Manual,23001,Petrol,2.0
2891, C Class,2016,15900,Automatic,21606,Diesel,2.1
2892, C Class,2014,11999,Semi-Auto,28000,Petrol,1.6
2893, C Class,2018,20885,Semi-Auto,22773,Diesel,2.1
2894, C Class,2016,19995,Automatic,29000,Diesel,2.1
2895, C Class,2019,30000,Semi-Auto,9062,Diesel,2.0
2896, C Class,2019,31499,Automatic,3010,Diesel,2.0
2897, C Class,2017,22649,Semi-Auto,42165,Diesel,2.1
2898, C Class,2017,16600,Automatic,45277,Diesel,2.1
2899, C Class,2019,30399,Semi-Auto,7163,Diesel,2.0
2900, C Class,2019,32069,Automatic,1000,Diesel,2.0
2901, C Class,2016,18600,Automatic,29173,Diesel,2.1
2902, C Class,2019,24590,Automatic,11368,Diesel,1.6
2903, C Class,2015,13621,Semi-Auto,57066,Diesel,1.6
2904, C Class,2017,20990,Automatic,29000,Diesel,2.1
2905, C Class,2019,26249,Semi-Auto,8588,Petrol,1.5
2906, C Class,2017,14980,Manual,45034,Diesel,2.1
2907, C Class,2012,7999,Automatic,67200,Diesel,2.1
2908, C Class,2017,19124,Semi-Auto,46938,Diesel,2.1
2909, C Class,2019,27990,Automatic,6500,Diesel,2.0
2910, C Class,2017,16442,Automatic,58687,Diesel,2.1
2911, C Class,2016,13990,Manual,57138,Diesel,2.1
2912, C Class,2015,18999,Automatic,9793,Diesel,1.6
2913, C Class,2016,16822,Automatic,42402,Hybrid,2.0
2914, C Class,2017,18998,Semi-Auto,26866,Diesel,2.1
2915, C Class,2013,8990,Automatic,89000,Diesel,2.1
2916, C Class,2019,25104,Semi-Auto,14725,Diesel,2.0
2917, C Class,2019,30759,Automatic,1000,Diesel,2.0
2918, C Class,2019,27295,Semi-Auto,4200,Diesel,1.6
2919, C Class,2019,20299,Semi-Auto,14354,Petrol,1.5
2920, C Class,2019,32499,Automatic,1800,Petrol,2.0
2921, C Class,2017,22990,Semi-Auto,15527,Diesel,2.1
2922, C Class,2015,15750,Manual,34672,Diesel,2.1
2923, C Class,2017,17999,Automatic,49859,Hybrid,2.1
2924, C Class,2016,20191,Automatic,47651,Diesel,2.1
2925, C Class,2018,25900,Automatic,12072,Diesel,2.0
2926, C Class,2015,15990,Semi-Auto,55226,Diesel,2.1
2927, C Class,2019,41000,Semi-Auto,5339,Petrol,3.0
2928, C Class,2011,7995,Automatic,62000,Diesel,2.1
2929, C Class,2017,21998,Automatic,19242,Diesel,2.1
2930, C Class,2016,25290,Automatic,23274,Petrol,2.0
2931, C Class,2017,21958,Semi-Auto,14105,Diesel,2.1
2932, C Class,2019,41500,Semi-Auto,3805,Petrol,3.0
2933, C Class,2018,23247,Automatic,10137,Diesel,2.1
2934, C Class,2019,25389,Semi-Auto,2000,Petrol,1.5
2935, C Class,2018,22000,Semi-Auto,10998,Petrol,1.5
2936, C Class,2018,22549,Semi-Auto,16961,Petrol,1.5
2937, C Class,2014,14732,Semi-Auto,38824,Diesel,2.1
2938, C Class,2019,20980,Semi-Auto,4908,Petrol,1.5
2939, C Class,2019,26299,Semi-Auto,8214,Petrol,1.5
2940, C Class,2019,30690,Automatic,4721,Diesel,2.0
2941, C Class,2002,2140,Automatic,52700,Petrol,2.0
2942, C Class,2018,29249,Semi-Auto,4574,Diesel,2.0
2943, C Class,2019,29427,Semi-Auto,3085,Petrol,2.0
2944, C Class,2015,14500,Semi-Auto,54000,Diesel,2.1
2945, C Class,2016,20444,Automatic,24357,Diesel,2.1
2946, C Class,2019,26899,Semi-Auto,2239,Petrol,1.5
2947, C Class,2019,25649,Semi-Auto,8108,Petrol,1.5
2948, C Class,2019,26480,Semi-Auto,11487,Diesel,2.0
2949, C Class,2017,22691,Automatic,21210,Hybrid,2.0
2950, C Class,2019,26899,Automatic,796,Petrol,1.5
2951, C Class,2020,30480,Semi-Auto,16,Diesel,2.0
2952, C Class,2019,25999,Semi-Auto,14895,Diesel,2.0
2953, C Class,2019,20549,Semi-Auto,13276,Diesel,2.0
2954, C Class,2019,29699,Semi-Auto,4279,Diesel,2.0
2955, C Class,2019,24599,Semi-Auto,9905,Diesel,2.0
2956, C Class,2019,24799,Semi-Auto,12999,Petrol,1.5
2957, C Class,2019,21449,Semi-Auto,19821,Diesel,2.0
2958, C Class,2019,26601,Automatic,9949,Diesel,2.0
2959, C Class,2019,40749,Semi-Auto,7749,Petrol,3.0
2960, C Class,2016,30480,Semi-Auto,51218,Petrol,4.0
2961, C Class,2015,15000,Automatic,44939,Diesel,2.1
2962, C Class,2015,16710,Semi-Auto,48123,Diesel,2.1
2963, C Class,2014,14600,Automatic,42949,Diesel,2.1
2964, C Class,2016,14000,Automatic,45000,Diesel,2.1
2965, C Class,2019,25122,Semi-Auto,13852,Diesel,2.0
2966, C Class,2015,16732,Automatic,33350,Diesel,2.1
2967, C Class,2016,17300,Automatic,42310,Diesel,2.1
2968, C Class,2017,15990,Automatic,49000,Diesel,2.1
2969, C Class,2017,13700,Automatic,43020,Diesel,2.1
2970, C Class,2015,15000,Automatic,53400,Other,2.0
2971, C Class,2019,26980,Semi-Auto,9477,Diesel,2.0
2972, C Class,2015,15490,Automatic,34000,Diesel,2.1
2973, C Class,2019,28999,Semi-Auto,3376,Diesel,2.0
2974, C Class,2017,19000,Semi-Auto,20070,Diesel,2.1
2975, C Class,2016,19170,Automatic,35620,Petrol,2.0
2976, C Class,2011,8490,Automatic,59000,Diesel,2.1
2977, C Class,2019,29980,Semi-Auto,16,Petrol,1.5
2978, C Class,2016,21000,Automatic,36000,Diesel,2.1
2979, C Class,2019,26530,Automatic,3995,Diesel,1.6
2980, C Class,2017,19000,Semi-Auto,20070,Diesel,2.1
2981, C Class,2017,23981,Semi-Auto,55381,Diesel,2.1
2982, C Class,2019,26249,Semi-Auto,3696,Petrol,2.0
2983, C Class,2019,30500,Automatic,4999,Petrol,1.6
2984, C Class,2019,19980,Semi-Auto,14269,Petrol,1.5
2985, C Class,2019,27099,Semi-Auto,1327,Petrol,1.5
2986, C Class,2019,30099,Semi-Auto,2924,Diesel,2.0
2987, C Class,2017,21399,Automatic,26213,Diesel,2.1
2988, C Class,2016,15490,Semi-Auto,22178,Diesel,1.6
2989, C Class,2003,1795,Automatic,88082,Diesel,2.1
2990, C Class,2019,36995,Automatic,2749,Diesel,2.0
2991, C Class,2019,26999,Semi-Auto,3218,Diesel,1.6
2992, C Class,2019,29599,Semi-Auto,8746,Diesel,2.0
2993, C Class,2019,30480,Semi-Auto,6646,Diesel,2.0
2994, C Class,2019,26799,Semi-Auto,2498,Petrol,1.5
2995, C Class,2019,24700,Automatic,8970,Petrol,1.5
2996, C Class,2019,88995,Semi-Auto,200,Petrol,4.0
2997, C Class,2019,30500,Semi-Auto,2105,Diesel,2.0
2998, C Class,2019,23799,Semi-Auto,14507,Petrol,1.5
2999, C Class,2018,24199,Semi-Auto,6812,Diesel,2.0
3000, C Class,2017,24499,Semi-Auto,19169,Diesel,2.1
3001, C Class,2017,23415,Semi-Auto,6955,Diesel,2.1
3002, C Class,2018,28049,Semi-Auto,9977,Diesel,2.0
3003, C Class,2019,27480,Automatic,10100,Diesel,2.0
3004, C Class,2019,28999,Semi-Auto,2701,Petrol,1.6
3005, C Class,2016,14000,Automatic,45000,Diesel,2.1
3006, C Class,2019,35991,Automatic,5376,Petrol,3.0
3007, C Class,2019,28480,Automatic,3600,Diesel,2.0
3008, C Class,2019,34790,Automatic,3000,Diesel,2.0
3009, C Class,2016,18780,Semi-Auto,38436,Hybrid,2.0
3010, C Class,2019,28940,Automatic,37,Petrol,2.0
3011, C Class,2019,26795,Semi-Auto,22000,Diesel,2.0
3012, C Class,2014,15971,Semi-Auto,14354,Petrol,2.0
3013, C Class,2017,18998,Semi-Auto,23771,Diesel,2.1
3014, C Class,2018,23522,Semi-Auto,15488,Petrol,1.5
3015, C Class,2018,19980,Automatic,17973,Diesel,2.1
3016, C Class,2020,39998,Semi-Auto,3620,Hybrid,2.0
3017, C Class,2015,16990,Automatic,7976,Petrol,2.0
3018, C Class,2019,29699,Automatic,4542,Diesel,2.0
3019, C Class,2016,15990,Automatic,44000,Diesel,1.6
3020, C Class,2017,18000,Automatic,16747,Diesel,2.1
3021, C Class,2015,16341,Semi-Auto,29963,Diesel,2.1
3022, C Class,2020,34500,Semi-Auto,100,Diesel,2.0
3023, C Class,2018,23799,Semi-Auto,3640,Petrol,2.0
3024, C Class,2019,27990,Automatic,5824,Diesel,1.6
3025, C Class,2017,19890,Automatic,30281,Diesel,2.1
3026, C Class,2020,40991,Semi-Auto,1000,Diesel,2.0
3027, C Class,2015,15298,Semi-Auto,59925,Hybrid,2.0
3028, C Class,2019,29749,Semi-Auto,8559,Diesel,2.0
3029, C Class,2016,19498,Semi-Auto,24111,Hybrid,2.0
3030, C Class,2019,28950,Semi-Auto,10021,Diesel,2.0
3031, C Class,2019,24998,Semi-Auto,22400,Petrol,1.5
3032, C Class,2017,14307,Manual,25820,Petrol,2.0
3033, C Class,2019,26356,Semi-Auto,4128,Diesel,2.0
3034, C Class,2015,16500,Automatic,37000,Diesel,2.1
3035, C Class,2019,33599,Semi-Auto,1000,Petrol,2.0
3036, C Class,2020,30500,Semi-Auto,999,Diesel,2.0
3037, C Class,2019,23299,Manual,4289,Petrol,1.6
3038, C Class,2019,27950,Automatic,6024,Diesel,2.0
3039, C Class,2019,23995,Automatic,6099,Petrol,1.5
3040, C Class,2016,20199,Semi-Auto,34400,Diesel,2.1
3041, C Class,2017,22720,Automatic,14161,Diesel,2.1
3042, C Class,2018,18265,Semi-Auto,16974,Diesel,2.1
3043, C Class,2019,32980,Semi-Auto,7255,Diesel,2.0
3044, C Class,2018,23600,Automatic,18834,Petrol,2.0
3045, C Class,2019,23624,Automatic,12951,Diesel,2.0
3046, C Class,2019,29998,Semi-Auto,28000,Petrol,2.0
3047, C Class,2019,32998,Semi-Auto,2878,Petrol,2.0
3048, C Class,2017,25999,Semi-Auto,2883,Petrol,2.0
3049, C Class,2016,16995,Automatic,20000,Diesel,2.1
3050, C Class,2019,30300,Semi-Auto,4000,Diesel,1.6
3051, C Class,2019,19749,Semi-Auto,14536,Petrol,1.5
3052, C Class,2016,16900,Automatic,18107,Diesel,2.1
3053, C Class,2013,10999,Automatic,63930,Diesel,2.1
3054, C Class,2016,19349,Automatic,33608,Diesel,2.1
3055, C Class,2018,21800,Automatic,7540,Petrol,1.5
3056, C Class,2016,16799,Automatic,38785,Diesel,2.1
3057, C Class,2019,26000,Semi-Auto,9180,Diesel,2.0
3058, C Class,2010,6999,Automatic,80000,Diesel,2.1
3059, C Class,2019,33599,Automatic,1734,Diesel,2.0
3060, C Class,2017,23649,Semi-Auto,19758,Petrol,2.0
3061, C Class,2019,28000,Semi-Auto,10648,Petrol,2.0
3062, C Class,2019,26099,Semi-Auto,9227,Petrol,1.5
3063, C Class,2019,38500,Semi-Auto,3999,Petrol,3.0
3064, C Class,2012,10499,Automatic,47200,Petrol,1.6
3065, C Class,2019,29749,Semi-Auto,10,Diesel,2.0
3066, C Class,2018,23781,Semi-Auto,25111,Petrol,2.0
3067, C Class,2016,15199,Semi-Auto,39721,Diesel,2.1
3068, C Class,2015,16270,Automatic,38444,Petrol,2.0
3069, C Class,2016,19799,Manual,16225,Petrol,2.0
3070, C Class,2017,20836,Automatic,20742,Hybrid,2.1
3071, C Class,2019,48990,Semi-Auto,800,Petrol,3.0
3072, C Class,2019,25849,Semi-Auto,13158,Diesel,2.0
3073, C Class,2019,25899,Semi-Auto,13027,Diesel,2.0
3074, C Class,2019,30599,Semi-Auto,3601,Petrol,2.0
3075, C Class,2016,15499,Manual,63478,Diesel,2.1
3076, C Class,2019,29199,Semi-Auto,4456,Petrol,1.5
3077, C Class,2015,12800,Manual,41945,Diesel,2.1
3078, C Class,2016,17480,Automatic,23109,Petrol,2.0
3079, C Class,2014,12262,Semi-Auto,39547,Diesel,2.1
3080, C Class,2019,20349,Semi-Auto,14006,Petrol,1.5
3081, C Class,2017,19495,Semi-Auto,17257,Petrol,2.0
3082, C Class,2018,23899,Semi-Auto,11896,Petrol,1.5
3083, C Class,2017,22280,Automatic,25023,Diesel,2.1
3084, C Class,2019,19999,Semi-Auto,12668,Petrol,1.5
3085, C Class,2018,26199,Automatic,9366,Diesel,2.1
3086, C Class,2017,14995,Automatic,48054,Diesel,2.1
3087, C Class,2016,18480,Semi-Auto,14996,Diesel,2.1
3088, C Class,2019,27992,Semi-Auto,12838,Diesel,2.0
3089, C Class,2017,17750,Automatic,26904,Hybrid,2.0
3090, C Class,2016,18998,Automatic,26372,Hybrid,2.0
3091, C Class,2019,36791,Automatic,6664,Diesel,2.0
3092, C Class,2018,28389,Semi-Auto,5454,Diesel,2.0
3093, C Class,2019,24950,Automatic,7006,Petrol,1.5
3094, C Class,2019,32099,Semi-Auto,707,Petrol,2.0
3095, C Class,2019,18998,Semi-Auto,14006,Petrol,1.5
3096, C Class,2019,24899,Semi-Auto,3335,Diesel,2.0
3097, C Class,2017,22124,Semi-Auto,28848,Petrol,2.0
3098, C Class,2018,29199,Semi-Auto,4715,Diesel,2.0
3099, C Class,2019,39500,Semi-Auto,3466,Petrol,3.0
3100, C Class,2017,18995,Semi-Auto,40400,Hybrid,2.0
3101, C Class,2017,22767,Automatic,30676,Diesel,2.1
3102, C Class,2019,35499,Semi-Auto,2616,Petrol,3.0
3103, C Class,2018,21189,Automatic,10264,Diesel,2.1
3104, C Class,2017,20200,Semi-Auto,21462,Diesel,2.1
3105, C Class,2018,26000,Automatic,16250,Petrol,1.5
3106, C Class,2017,33495,Semi-Auto,22574,Petrol,4.0
3107, C Class,2019,25499,Automatic,13155,Petrol,1.5
3108, C Class,2020,53669,Semi-Auto,1000,Petrol,3.0
3109, C Class,2017,17599,Semi-Auto,21516,Diesel,2.1
3110, C Class,2014,15490,Automatic,50000,Diesel,2.1
3111, C Class,2019,20999,Semi-Auto,13318,Diesel,2.0
3112, C Class,2015,14500,Automatic,32712,Diesel,2.1
3113, C Class,2018,22899,Automatic,11124,Petrol,1.5
3114, C Class,2016,13698,Semi-Auto,86965,Hybrid,2.0
3115, C Class,2016,20480,Semi-Auto,20169,Diesel,2.1
3116, C Class,2020,31000,Semi-Auto,100,Diesel,2.0
3117, C Class,2018,22199,Semi-Auto,32809,Diesel,2.1
3118, C Class,2019,23949,Automatic,12076,Petrol,1.5
